Brand,sku,Size,Sigla Stagione,Category,Gender,Price,Unit Price,Unit
MOSCHINO,MA15503G28100450,40,A19,Sneakers,Donna,"      380,00",380.00,1
MOSCHINO LOVE,JA10037G18IB0000,36,A19,Scarpe con tacco,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA10037G18IB0000,38,A19,Scarpe con tacco,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA10037G18IB0000,39,A19,Scarpe con tacco,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA10037G18IB0000,40,A19,Scarpe con tacco,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA10037G18IB0000,41,A19,Scarpe con tacco,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA10037G18IB0500,35,A19,Scarpe con tacco,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA10037G18IB0500,36,A19,Scarpe con tacco,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA10037G18IB0500,38,A19,Scarpe con tacco,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA10037G18IB0500,39,A19,Scarpe con tacco,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA10037G18IB0500,40,A19,Scarpe con tacco,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA15123G18IF0100,36,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA15123G18IF0100,38,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA15123G18IF0100,39,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA15123G18IF0100,40,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA15123G18IF0100,41,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA15286G18ZI75A,35,A19,Sneakers,Donna,"      215,00",215.00,1
MOSCHINO LOVE,JA15286G18ZI75A,36,A19,Sneakers,Donna,"      215,00",215.00,1
MOSCHINO LOVE,JA15286G18ZI75A,38,A19,Sneakers,Donna,"      215,00",215.00,1
MOSCHINO LOVE,JA15286G18ZI75A,39,A19,Sneakers,Donna,"      215,00",215.00,1
MOSCHINO LOVE,JA15296G18IF110A,35,A19,Sneakers,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA15296G18IF110A,36,A19,Sneakers,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA15296G18IF110A,37,A19,Sneakers,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA15296G18IF110A,38,A19,Sneakers,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA15296G18IF110A,39,A19,Sneakers,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA15296G18IF110A,40,A19,Sneakers,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA15306G18IZ210A,35,A19,Sneakers,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA15306G18IZ210A,36,A19,Sneakers,Donna,"      190,00",380.00,2
MOSCHINO LOVE,JA15306G18IZ210A,37,A19,Sneakers,Donna,"      190,00",380.00,2
MOSCHINO LOVE,JA15306G18IZ210A,38,A19,Sneakers,Donna,"      190,00",380.00,2
MOSCHINO LOVE,JA15306G18IZ210A,39,A19,Sneakers,Donna,"      190,00",380.00,2
MOSCHINO LOVE,JA15306G18IZ210A,40,A19,Sneakers,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA15306G18IZ210A,41,A19,Sneakers,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JA15453G18IL200A,35,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA15453G18IL200A,36,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA15453G18IL200A,38,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA15453G18IL200A,39,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA15453G18IL200A,40,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA15453G18IL200A,41,A19,Sneakers,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JA21037G18IB0000,36,A19,Stivali,Donna,"      275,00",275.00,1
MOSCHINO LOVE,JA21037G18IB0000,38,A19,Stivali,Donna,"      275,00",550.00,2
MOSCHINO LOVE,JA21037G18IB0000,39,A19,Stivali,Donna,"      275,00",275.00,1
MOSCHINO LOVE,JA21037G18IB0000,40,A19,Stivali,Donna,"      275,00",275.00,1
MOSCHINO LOVE,JA21037G18IB0000,41,A19,Stivali,Donna,"      275,00",275.00,1
MOSCHINO LOVE,JA24063G18I10000,36,A19,Stivali,Donna,"      110,00",220.00,2
MOSCHINO LOVE,JA24063G18I10000,37,A19,Stivali,Donna,"      110,00",110.00,1
MOSCHINO LOVE,JA24063G18I10000,38,A19,Stivali,Donna,"      110,00",220.00,2
MOSCHINO LOVE,JA24063G18I10000,39,A19,Stivali,Donna,"      110,00",220.00,2
MOSCHINO LOVE,JA24063G18I10000,40,A19,Stivali,Donna,"      110,00",110.00,1
MOSCHINO LOVE,JA24063G18I10000,41,A19,Stivali,Donna,"      110,00",110.00,1
MOSCHINO LOVE,JC4025PP18LC0000,UNI,A19,Borse a spalla,Donna,"      165,00",330.00,2
MOSCHINO LOVE,JC4026PP18LC0000,UNI,A19,Borse a spalla,Donna,"      148,00",148.00,1
MOSCHINO LOVE,JC4027PP18LC0000,UNI,A19,Borse a spalla,Donna,"      140,00",420.00,3
MOSCHINO LOVE,JC4027PP18LC0500,UNI,A19,Borse a spalla,Donna,"      140,00",140.00,1
MOSCHINO LOVE,JC4033PP18LC0\000,UNI,A19,Borse a spalla,Donna,"      123,00",369.00,3
MOSCHINO LOVE,JC4033PP18LC0\500,UNI,A19,Borse a spalla,Donna,"      123,00",123.00,1
MOSCHINO LOVE,JC4034PP18LC0000,UNI,A19,Borse a spalla,Donna,"      173,00",692.00,4
MOSCHINO LOVE,JC4034PP18LC0500,UNI,A19,Borse a spalla,Donna,"      173,00",346.00,2
MOSCHINO LOVE,JC4037PP18LD0000,UNI,A19,Borse a spalla,Donna,"      180,00",900.00,5
MOSCHINO LOVE,JC4040PP18LD0000,UNI,A19,Borse a spalla,Donna,"      148,00",740.00,5
MOSCHINO LOVE,JC4041PP18LD0000,UNI,A19,Borse a spalla,Donna,"      130,00",780.00,6
MOSCHINO LOVE,JC4065PP18LA0000,UNI,A19,Accessori,Donna,"      123,00",861.00,7
MOSCHINO LOVE,JC4065PP18LA0500,UNI,A19,Accessori,Donna,"      123,00",615.00,5
MOSCHINO LOVE,JC4071PP18LL100A,UNI,A19,Borse a spalla,Donna,"      198,00",198.00,1
MOSCHINO LOVE,JC4072PP18LL100A,UNI,A19,Borse a spalla,Donna,"      275,00",550.00,2
MOSCHINO LOVE,JC4089PP18LP0000,UNI,A19,Borse a spalla,Donna,"      185,00",555.00,3
MOSCHINO LOVE,JC4089PP18LP0750,UNI,A19,Borse a spalla,Donna,"      185,00",185.00,1
MOSCHINO LOVE,JC4090PP18LP0000,UNI,A19,Borse a spalla,Donna,"      190,00",760.00,4
MOSCHINO LOVE,JC4090PP18LP0750,UNI,A19,Borse a spalla,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JC4091PP18LP0000,UNI,A19,Borse a spalla,Donna,"      190,00",570.00,3
MOSCHINO LOVE,JC4091PP18LP0604,UNI,A19,Borse a spalla,Donna,"      190,00",380.00,2
MOSCHINO LOVE,JC4091PP18LP0750,UNI,A19,Borse a spalla,Donna,"      190,00",380.00,2
MOSCHINO LOVE,JC4092PP18LP0000,UNI,A19,Borse a spalla,Donna,"      135,00",405.00,3
MOSCHINO LOVE,JC4092PP18LP0604,UNI,A19,Borse a spalla,Donna,"      135,00",135.00,1
MOSCHINO LOVE,JC4092PP18LP0750,UNI,A19,Borse a spalla,Donna,"      135,00",270.00,2
MOSCHINO LOVE,JC4093PP18LP0000,UNI,A19,Borse a spalla,Donna,"      173,00",865.00,5
MOSCHINO LOVE,JC4093PP18LP0604,UNI,A19,Borse a spalla,Donna,"      173,00",519.00,3
MOSCHINO LOVE,JC4093PP18LP0750,UNI,A19,Borse a spalla,Donna,"      173,00",519.00,3
MOSCHINO LOVE,JC4094PP18LP0000,UNI,A19,Borse a spalla,Donna,"      140,00",560.00,4
MOSCHINO LOVE,JC4094PP18LP0750,UNI,A19,Borse a spalla,Donna,"      140,00",280.00,2
MOSCHINO LOVE,JC4097PP18LR0000,UNI,A19,Borse a spalla,Donna,"      190,00",570.00,3
MOSCHINO LOVE,JC4097PP18LR0604,UNI,A19,Borse a spalla,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JC4099PP18LR0000,UNI,A19,Borse a spalla,Donna,"      198,00",396.00,2
MOSCHINO LOVE,JC4099PP18LR0604,UNI,A19,Borse a spalla,Donna,"      198,00",198.00,1
MOSCHINO LOVE,JC4100PP18LR0000,UNI,A19,Borse a spalla,Donna,"      148,00",444.00,3
MOSCHINO LOVE,JC4101PP18LS0000,UNI,A19,Borse a spalla,Donna,"      173,00",173.00,1
MOSCHINO LOVE,JC4102PP18LS0000,UNI,A19,Borse a spalla,Donna,"      115,00",230.00,2
MOSCHINO LOVE,JC4103PP18LS0000,UNI,A19,Borse a spalla,Donna,"      173,00",519.00,3
MOSCHINO LOVE,JC4104PP18LT0000,UNI,A19,Borse a spalla,Donna,"      198,00",396.00,2
MOSCHINO LOVE,JC4105PP18LT0000,UNI,A19,Borse a spalla,Donna,"      198,00",594.00,3
MOSCHINO LOVE,JC4107PP18LT0000,UNI,A19,Borse a spalla,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JC4107PP18LT0500,UNI,A19,Borse a spalla,Donna,"      190,00",190.00,1
MOSCHINO LOVE,JC4122PP18LA0000,UNI,A19,Borse a spalla,Donna,"       98,00",294.00,3
MOSCHINO LOVE,JC4122PP18LA0110,UNI,A19,Borse a spalla,Donna,"       98,00",196.00,2
MOSCHINO LOVE,JC4122PP18LA0500,UNI,A19,Borse a spalla,Donna,"       98,00",196.00,2
MOSCHINO LOVE,JC4122PP18LA0906,UNI,A19,Borse a spalla,Donna,"       98,00",98.00,1
MOSCHINO LOVE,JC4123PP18LA0000,UNI,A19,Borse a spalla,Donna,"       98,00",490.00,5
MOSCHINO LOVE,JC4123PP18LA0110,UNI,A19,Borse a spalla,Donna,"       98,00",98.00,1
MOSCHINO LOVE,JC4123PP18LA0500,UNI,A19,Borse a spalla,Donna,"       98,00",294.00,3
MOSCHINO LOVE,JC4124PP18LZ0000,UNI,A19,Borse a spalla,Donna,"       98,00",294.00,3
MOSCHINO LOVE,JC4124PP18LZ0500,UNI,A19,Borse a spalla,Donna,"       98,00",196.00,2
MOSCHINO LOVE,JC4125PP18LZ0000,UNI,A19,Borse a spalla,Donna,"       98,00",980.00,10
MOSCHINO LOVE,JC4125PP18LZ0500,UNI,A19,Borse a spalla,Donna,"       98,00",196.00,2
MOSCHINO LOVE,JC4130PP18LN000A,UNI,A19,Borse a spalla,Donna,"      245,00",490.00,2
MOSCHINO LOVE,JC4349PP18LN000A,UNI,A19,Borse a spalla,Donna,"      298,00",596.00,2
MOSCHINO LOVE,JC5402PP18L1090C,UNI,A19,Portachiavi,Donna,"       45,00",225.00,5
MOSCHINO LOVE,JC5617PP18LP0000,UNI,A19,Accessori,Donna,"       88,00",440.00,5
MOSCHINO LOVE,JC5617PP18LP0604,UNI,A19,Accessori,Donna,"       88,00",88.00,1
MOSCHINO LOVE,JC5617PP18LP0750,UNI,A19,Accessori,Donna,"       88,00",264.00,3
MOSCHINO LOVE,JC5618PP18LR0000,UNI,A19,Portafogli,Donna,"       88,00",264.00,3
MOSCHINO LOVE,JC5618PP18LR0604,UNI,A19,Portafogli,Donna,"       88,00",264.00,3
MOSCHINO LOVE,JC5630PP18LN000A,UNI,A19,Borse a spalla,Donna,"      123,00",738.00,6
MULBERRY,HH3297874A100,UNI,A19,Borse a spalla,Donna,"     1195,00","2,390.00",2
MULBERRY,HH4965346G110,UNI,A19,Borse a spalla,Donna,"      750,00",750.00,1
MULBERRY,HH4965346K195,UNI,A19,Borse a spalla,Donna,"      750,00",750.00,1
MULBERRY,HH5301346K195,UNI,A19,Borse a mano,Donna,"     1195,00","2,390.00",2
MULBERRY,HH5867736A100,UNI,A19,Borse a spalla,Donna,"      950,00",950.00,1
MULBERRY,HH5896736A100,UNI,A19,Borse a spalla,Donna,"      950,00","1,900.00",2
MULBERRY,RL5425346G110,UNI,A19,Portafogli,Donna,"      295,00",295.00,1
MULBERRY,RL5465205A100,UNI,A19,Portafogli,Donna,"      295,00",295.00,1
PRADA,1BA2122ERXF0CF5,UNI,A19,Secchielli,Donna,"     1750,00","1,750.00",1
PRADA,1BA2122ERXF0TMS,UNI,A19,Secchielli,Donna,"     1750,00","3,500.00",2
PRADA,1BA2172ERXF0CF5,UNI,A19,Secchielli,Donna,"     1650,00","3,300.00",2
PRADA,1BA2172ERXF0LJ4,UNI,A19,Secchielli,Donna,"     1650,00","3,300.00",2
PRADA,1BA2322A4AF0002,UNI,A19,Borse a mano,Donna,"     2200,00","8,800.00",4
PRADA,1BA2322A4AF0016,UNI,A19,Borse a mano,Donna,"     2200,00","2,200.00",1
PRADA,1BA2322A4AF0383,UNI,A19,Borse a mano,Donna,"     2200,00","2,200.00",1
PRADA,1BA2322A4AF0572,UNI,A19,Borse a mano,Donna,"     2200,00","2,200.00",1
PRADA,1BA2322A4AF068Z,UNI,A19,Borse a mano,Donna,"     2200,00","4,400.00",2
PRADA,1BA863NZVF068Z,UNI,A19,Borse a mano,Donna,"     1750,00","1,750.00",1
PRADA,1BA863NZVF098L,UNI,A19,Borse a mano,Donna,"     1750,00","5,250.00",3
PRADA,1BC0992BYBVTBOF0D9A,UNI,A19,Borse a spalla,Donna,"     1100,00","4,400.00",4
PRADA,1BD1682AIXVOJNF0002,UNI,A19,Borse a spalla,Donna,"     2400,00","4,800.00",2
PRADA,1BD1682AIXVOJNF0964,UNI,A19,Borse a spalla,Donna,"     2400,00","4,800.00",2
PRADA,1BD1682AIXVOJNF0R6P,UNI,A19,Borse a spalla,Donna,"     2400,00","4,800.00",2
PRADA,1BD1842AIXVUJGF0002,UNI,A19,Borse a spalla,Donna,"     2200,00","4,400.00",2
PRADA,1BD1842AIXVUJGF068Z,UNI,A19,Borse a spalla,Donna,"     2200,00","4,400.00",2
PRADA,1BD1852AIXVUJGF0002,UNI,A19,Borse a spalla,Donna,"     1950,00","3,900.00",2
PRADA,1BD1852AIXVUJGF0046,UNI,A19,Borse a spalla,Donna,"     1950,00","3,900.00",2
PRADA,1BD1852AIXVUJGF01BK,UNI,A19,Borse a spalla,Donna,"     1950,00","1,950.00",1
PRADA,1BD196NZVVOJGF0002,UNI,A19,Borse a spalla,Donna,"     1950,00","3,900.00",2
PRADA,1BD1992CJWF0002,UNI,A19,Borse a spalla,Donna,"     1350,00","2,700.00",2
PRADA,1BE0182BBEVNOOF0401,UNI,A19,Borse a spalla,Donna,"     1300,00","1,300.00",1
PRADA,1BF0812CCJF0029,UNI,A19,Clutches,Donna,"      690,00","1,380.00",2
PRADA,1BF0822CCJVOPOF0DAN,UNI,A19,Clutches,Donna,"     1300,00","2,600.00",2
PRADA,1BG2662CCJF0002,UNI,A19,Shopping,Donna,"      900,00","1,800.00",2
PRADA,1BG2712CJWF0002,UNI,A19,Shopping,Donna,"     1300,00","2,600.00",2
PRADA,1BH036NZVF0002,UNI,A19,Borse a spalla,Donna,"      850,00","2,550.00",3
PRADA,1BH0842D91VIOIF0BMW,UNI,A19,Borse a spalla,Donna,"      850,00",850.00,1
PRADA,1BH123NZVVOOGF01BK,UNI,A19,Borse a spalla,Donna,"     1500,00","1,500.00",1
PRADA,1BH123NZVVOOGF098L,UNI,A19,Borse a spalla,Donna,"     1500,00","4,500.00",3
PRADA,1BL023NZVVOOGF0002,M,A19,Marsupi,Donna,"     1100,00","2,200.00",2
PRADA,1BL023NZVVOOGF068Z,M,A19,Marsupi,Donna,"     1100,00","2,200.00",2
PRADA,1BZ047NZVVOOGF0002,UNI,A19,Zaini,Donna,"     1550,00","3,100.00",2
PRADA,1CC3682B6UF0CF5,75,A19,Cinture,Donna,"      360,00",360.00,1
PRADA,1CC3682B6UF0CF5,80,A19,Cinture,Donna,"      360,00",720.00,2
PRADA,1CC3682B6UF0CF5,85,A19,Cinture,Donna,"      360,00",720.00,2
PRADA,1CC3682B6UF0CF5,90,A19,Cinture,Donna,"      360,00",360.00,1
PRADA,1DH029QWAF0002,UNI,A19,Mini bags,Donna,"      590,00","3,540.00",6
PRADA,1DH029QWAF0505,UNI,A19,Mini bags,Donna,"      590,00","1,770.00",3
PRADA,1E368L3KWGF045F0964,35½,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E368L3KWGF045F0964,36,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E368L3KWGF045F0964,36½,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E368L3KWGF045F0964,37,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E368L3KWGF045F0964,37½,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E368L3KWGF045F0964,38,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E368L3KWGF045F0964,38½,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E368L3KWGF045F0964,39,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E368L3KWGF045F0964,39½,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E368L3KWGF045F0964,40,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E368L3KWGF045F0964,41,A19,Stringate,Donna,"      550,00",550.00,1
PRADA,1E586L3KY9F075F0C5Z,35½,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KY9F075F0C5Z,36,A19,Stringate,Donna,"      750,00","1,500.00",2
PRADA,1E586L3KY9F075F0C5Z,36½,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KY9F075F0C5Z,37,A19,Stringate,Donna,"      750,00","1,500.00",2
PRADA,1E586L3KY9F075F0C5Z,37½,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KY9F075F0C5Z,38,A19,Stringate,Donna,"      750,00","1,500.00",2
PRADA,1E586L3KY9F075F0C5Z,38½,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KY9F075F0C5Z,39,A19,Stringate,Donna,"      750,00","1,500.00",2
PRADA,1E586L3KY9F075F0C5Z,39½,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KY9F075F0C5Z,40,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KZLF075F0J36,35½,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KZLF075F0J36,36,A19,Stringate,Donna,"      750,00","1,500.00",2
PRADA,1E586L3KZLF075F0J36,36½,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KZLF075F0J36,37,A19,Stringate,Donna,"      750,00","1,500.00",2
PRADA,1E586L3KZLF075F0J36,37½,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KZLF075F0J36,38,A19,Stringate,Donna,"      750,00","1,500.00",2
PRADA,1E586L3KZLF075F0J36,38½,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KZLF075F0J36,39,A19,Stringate,Donna,"      750,00","1,500.00",2
PRADA,1E586L3KZLF075F0J36,39½,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1E586L3KZLF075F0J36,40,A19,Stringate,Donna,"      750,00",750.00,1
PRADA,1MH132QHHF0002,UNI,A19,Portafogli,Donna,"      570,00","1,140.00",2
PRADA,1MH840QWAF0002,UNI,A19,Portafogli,Donna,"      380,00",760.00,2
PRADA,1ML506QHHF0002,UNI,A19,Portafogli,Donna,"      570,00","1,140.00",2
PRADA,1NE369067F0927,UNI,A19,Pouches,Donna,"      300,00",900.00,3
PRADA,1NE3692DD4F0D17,UNI,A19,Pouches,Donna,"      320,00",640.00,2
PRADA,1NH004PN9F01BK,UNI,A19,Pouches,Donna,"      470,00",940.00,2
PRADA,1NH5452AB5F0002,UNI,A19,Pouches,Donna,"      350,00","3,500.00",10
PRADA,1PP103053F0002,UNI,A19,Portachiavi,Donna,"      150,00","1,050.00",7
PRADA,1S538L3A9SFB012F0002,35½,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3A9SFB012F0002,36,A19,Sabot,Donna,"      590,00","1,180.00",2
PRADA,1S538L3A9SFB012F0002,36½,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3A9SFB012F0002,37,A19,Sabot,Donna,"      590,00","1,180.00",2
PRADA,1S538L3A9SFB012F0002,37½,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3A9SFB012F0002,38,A19,Sabot,Donna,"      590,00","1,180.00",2
PRADA,1S538L3A9SFB012F0002,38½,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3A9SFB012F0002,39,A19,Sabot,Donna,"      590,00","1,180.00",2
PRADA,1S538L3A9SFB012F0002,39½,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3A9SFB012F0002,40,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3KGDFB012F0846,35½,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3KGDFB012F0846,36,A19,Sabot,Donna,"      590,00","1,180.00",2
PRADA,1S538L3KGDFB012F0846,36½,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3KGDFB012F0846,37,A19,Sabot,Donna,"      590,00","1,180.00",2
PRADA,1S538L3KGDFB012F0846,37½,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3KGDFB012F0846,38,A19,Sabot,Donna,"      590,00","1,180.00",2
PRADA,1S538L3KGDFB012F0846,38½,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3KGDFB012F0846,39,A19,Sabot,Donna,"      590,00","1,180.00",2
PRADA,1S538L3KGDFB012F0846,39½,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1S538L3KGDFB012F0846,40,A19,Sabot,Donna,"      590,00",590.00,1
PRADA,1T595LB4LFD030F0002,35½,A19,Stivali,Donna,"      690,00",690.00,1
PRADA,1T595LB4LFD030F0002,36,A19,Stivali,Donna,"      690,00","1,380.00",2
PRADA,1T595LB4LFD030F0002,36½,A19,Stivali,Donna,"      690,00",690.00,1
PRADA,1T595LB4LFD030F0002,37,A19,Stivali,Donna,"      690,00","1,380.00",2
PRADA,1T595LB4LFD030F0002,37½,A19,Stivali,Donna,"      690,00",690.00,1
PRADA,1T595LB4LFD030F0002,38,A19,Stivali,Donna,"      690,00","1,380.00",2
PRADA,1T595LB4LFD030F0002,38½,A19,Stivali,Donna,"      690,00",690.00,1
PRADA,1T595LB4LFD030F0002,39,A19,Stivali,Donna,"      690,00","1,380.00",2
PRADA,1T595LB4LFD030F0002,39½,A19,Stivali,Donna,"      690,00",690.00,1
PRADA,1T595LB4LFD030F0002,40,A19,Stivali,Donna,"      690,00",690.00,1
PRADA,1T595LB4LFD030F0002,41,A19,Stivali,Donna,"      690,00",690.00,1
PRADA,1T725L069F055F0002,36,A19,Stivali,Donna,"      730,00",730.00,1
PRADA,1T725L069F055F0002,37,A19,Stivali,Donna,"      730,00",730.00,1
PRADA,1T725L069F055F0002,38,A19,Stivali,Donna,"      730,00","1,460.00",2
PRADA,1T725L069F055F0002,39,A19,Stivali,Donna,"      730,00",730.00,1
PRADA,1T725L069F055F0002,40,A19,Stivali,Donna,"      730,00",730.00,1
PRADA,1T725L069F055F0009,36,A19,Stivali,Donna,"      730,00",730.00,1
PRADA,1T725L069F055F0009,37,A19,Stivali,Donna,"      730,00","1,460.00",2
PRADA,1T725L069F055F0009,38,A19,Stivali,Donna,"      730,00",730.00,1
PRADA,1T725L069F055F0009,39,A19,Stivali,Donna,"      730,00",730.00,1
PRADA,1T725L069F055F0009,40,A19,Stivali,Donna,"      730,00",730.00,1
PRADA,1TL3802EWRF068Z,UNI,A19,Trick,Donna,"      190,00","1,900.00",10
PRADA,2CC001053F0002,100,A19,Cinture,Uomo,"      290,00",290.00,1
PRADA,2CC001053F0002,105,A19,Cinture,Uomo,"      290,00",290.00,1
PRADA,2CC001053F0002,110,A19,Cinture,Uomo,"      290,00",290.00,1
PRADA,2CC001053F0002,95,A19,Cinture,Uomo,"      290,00",580.00,2
PRADA,2CC009053F0002,100,A19,Cinture,Uomo,"      290,00",580.00,2
PRADA,2CC009053F0002,105,A19,Cinture,Uomo,"      290,00",290.00,1
PRADA,2CC009053F0002,110,A19,Cinture,Uomo,"      290,00",290.00,1
PRADA,2CC009053F0002,90,A19,Cinture,Uomo,"      290,00",290.00,1
PRADA,2CC009053F0002,95,A19,Cinture,Uomo,"      290,00",580.00,2
PRADA,2CN0282BTVF011A,100,A19,Cinture,Uomo,"      190,00",380.00,2
PRADA,2CN0282BTVF011A,105,A19,Cinture,Uomo,"      190,00",190.00,1
PRADA,2CN0282BTVF011A,110,A19,Cinture,Uomo,"      190,00",190.00,1
PRADA,2CN0282BTVF011A,95,A19,Cinture,Uomo,"      190,00",380.00,2
PRADA,2CN028BV1F0002,100,A19,Cinture,Uomo,"      190,00",380.00,2
PRADA,2CN028BV1F0002,105,A19,Cinture,Uomo,"      190,00",190.00,1
PRADA,2CN028BV1F0002,110,A19,Cinture,Uomo,"      190,00",190.00,1
PRADA,2CN028BV1F0002,95,A19,Cinture,Uomo,"      190,00",380.00,2
PRADA,2EB181P39FG000F0002,10,A19,Stringate,Uomo,"      590,00",590.00,1
PRADA,2EB181P39FG000F0002,11,A19,Stringate,Uomo,"      590,00",590.00,1
PRADA,2EB181P39FG000F0002,6,A19,Stringate,Uomo,"      590,00",590.00,1
PRADA,2EB181P39FG000F0002,6½,A19,Stringate,Uomo,"      590,00",590.00,1
PRADA,2EB181P39FG000F0002,7,A19,Stringate,Uomo,"      590,00",590.00,1
PRADA,2EB181P39FG000F0002,7½,A19,Stringate,Uomo,"      590,00",590.00,1
PRADA,2EB181P39FG000F0002,8,A19,Stringate,Uomo,"      590,00",590.00,1
PRADA,2EB181P39FG000F0002,8½,A19,Stringate,Uomo,"      590,00",590.00,1
PRADA,2EB181P39FG000F0002,9,A19,Stringate,Uomo,"      590,00",590.00,1
PRADA,2EB181P39FG000F0002,9½,A19,Stringate,Uomo,"      590,00",590.00,1
PRADA,2EB185ZJYF0002,10,A19,Stringate,Uomo,"      750,00",750.00,1
PRADA,2EB185ZJYF0002,11,A19,Stringate,Uomo,"      750,00",750.00,1
PRADA,2EB185ZJYF0002,6,A19,Stringate,Uomo,"      750,00",750.00,1
PRADA,2EB185ZJYF0002,6½,A19,Stringate,Uomo,"      750,00",750.00,1
PRADA,2EB185ZJYF0002,7,A19,Stringate,Uomo,"      750,00",750.00,1
PRADA,2EB185ZJYF0002,7½,A19,Stringate,Uomo,"      750,00",750.00,1
PRADA,2EB185ZJYF0002,8,A19,Stringate,Uomo,"      750,00",750.00,1
PRADA,2EB185ZJYF0002,8½,A19,Stringate,Uomo,"      750,00",750.00,1
PRADA,2EB185ZJYF0002,9,A19,Stringate,Uomo,"      750,00",750.00,1
PRADA,2EB185ZJYF0002,9½,A19,Stringate,Uomo,"      750,00",750.00,1
PRADA,2MN077QMEF0216,UNI,A19,Portafogli,Uomo,"      300,00","1,500.00",5
PRADA,2MO5132FAFF011E,UNI,A19,Portafogli,Uomo,"      360,00","1,080.00",3
PRADA,2MO513ZLPF0ME5,UNI,A19,Portafogli,Uomo,"      360,00","4,320.00",12
PRADA,2NE007064F0002,UNI,A19,Porta oggetti,Uomo,"      350,00","1,400.00",4
PRADA,2NG012064F0002,UNI,A19,Pouches,Uomo,"      450,00","1,800.00",4
